Image,ImageNumber,HighReferenceImage,Method,Parameter,ApproxTileSize,MeanBrightness,IntensityVariance,StdContrast,EntropyValue,DarkPixelPercent,BrightPixelPercent,SaturatedPixelPercent,MichelsonContrast,Comment
547_low.png,547,547_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.304554180322888,0.0226486163609933,0.15049457253002,7.24518879122775,39.8595833333333,0.337916666666667,0,0.997566279431784,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
547_low.png,547,547_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.16328715553238,0.00625813934817665,0.0791084025131127,6.26051263965259,85.0258333333333,0,0,0.985376446100181,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
665_low.png,665,665_high.png,Original low-light,"",,0.040155506535948,0.000452573549358954,0.0212737760954409,4.35314264443454,99.9975,0,0,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
665_low.png,665,665_high.png,Global histogram equalization,"CDF mapping",,0.526934383576387,0.083774072485779,0.289437510502317,4.33667356334138,22.53375,30.6770833333333,2.74875,0.972727048553744,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
665_low.png,665,665_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.127482254278722,0.00408910049208696,0.0639460748763124,5.82032455476015,97.8495833333333,0,0,0.981627759478564,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
665_low.png,665,665_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.118822730918456,0.00360483125726659,0.0600402469787275,5.80023807814516,98.7216666666667,0,0,0.990160883344479,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
665_low.png,665,665_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.233959154553324,0.0152046275540429,0.123307045841034,6.84948214719467,58.0383333333333,0.000416666666666667,0,0.99466350474959,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
665_low.png,665,665_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.111251493922345,0.00297238697519608,0.0545196017519945,5.66790327584866,99.0954166666667,0,0,0.988281349621279,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
669_low.png,669,669_high.png,Original low-light,"",,0.080141176470589,0.0016601261668589,0.0407446458673886,5.27624881239429,99.9970833333333,0,0,0.999999999999999,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
669_low.png,669,669_high.png,Global histogram equalization,"CDF mapping",,0.516015170503473,0.081127381922788,0.284828688728485,5.25028120023651,24.9016666666667,25.1116666666667,2.42333333333333,0.986598736026554,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
669_low.png,669,669_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.22524587420037,0.0172853866794115,0.131473901134071,6.90410919084342,63.87,0,0,0.991864459090261,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
669_low.png,669,669_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.196484227455852,0.0117959434844144,0.108609131680602,6.65513942345977,70.9033333333333,0,0,0.989062604384275,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
669_low.png,669,669_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.328109699839277,0.032134982487725,0.179262328691014,7.43024613898065,39.6308333333333,0.895416666666667,0,0.99641826528298,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
669_low.png,669,669_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.181813293901822,0.0100793635935146,0.100396033753902,6.50640931335575,77.81375,0,0,0.986139887626473,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
748_low.png,748,748_high.png,Original low-light,"",,0.0607903104575169,0.00234262549268204,0.0484006765725649,4.80665295241349,99.605,0.15625,0.0825,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
748_low.png,748,748_high.png,Global histogram equalization,"CDF mapping",,0.521985802708333,0.081989924443997,0.286338828041181,4.75928489300468,24.9870833333333,27.28625,2.32416666666667,0.998526087010829,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
748_low.png,748,748_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.180883078297074,0.00907132524601812,0.0952435050069983,6.47276906607233,79.4991666666667,0.179583333333333,0.0833333333333333,0.99501246882793,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
748_low.png,748,748_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.168658727179421,0.00818898435813523,0.0904930072333505,6.37257409098373,85.3545833333333,0.18,0.08125,0.995274350223155,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
748_low.png,748,748_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.310576611794783,0.0276450347992103,0.166267960831936,7.35223252064615,40.6291666666667,1.04,0.0891666666666667,0.998422298185643,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
748_low.png,748,748_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.156377355189569,0.0076880654154657,0.0876816138963335,6.25567972737545,88.78,0.19,0.0804166666666667,0.993538294387465,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
778_low.png,778,778_high.png,Original low-light,"",,0.0395810294117649,0.00134623221707436,0.0366910372853421,4.7527235101108,99.9316666666667,0.00625,0,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
778_low.png,778,778_high.png,Global histogram equalization,"CDF mapping",,0.524484539479168,0.0750895525438366,0.274024729803419,4.71997685964063,24.6566666666667,26.6183333333333,2.01166666666667,0.916642043140418,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
778_low.png,778,778_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.137671423633741,0.0120211648812633,0.109641072966582,5.92557733502217,82.88625,0.0104166666666667,0,0.994574798297617,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
778_low.png,778,778_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.130142964070579,0.011351481007066,0.106543329247147,6.04570706868983,84.8679166666667,0.0116666666666667,0,0.994425047481821,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
778_low.png,778,778_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.253343942428728,0.0369457085756496,0.192212664972029,7.01360189621483,60.70625,1.70875,0.000416666666666667,0.997608021252505,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
778_low.png,778,778_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.125323065807914,0.0100324922510142,0.100162329500737,5.94716223519774,85.9579166666667,0.0154166666666667,0,0.99261351931962,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
780_low.png,780,780_high.png,Original low-light,"",,0.0572276633986933,0.00318530589653312,0.0564385143012563,4.80021313946401,98.4808333333333,0,0,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από την ισοστάθμιση."
780_low.png,780,780_high.png,Global histogram equalization,"CDF mapping",,0.523979107604168,0.0818668243503352,0.286123792003278,4.67544961119929,23.3858333333333,25.245,2.01291666666667,0.995385670636653,"Η global ισοστάθμιση αυξάνει την αντίθεση επειδή απλώνει το ιστόγραμμα σε μεγαλύτερο εύρος. Η ισχυρή αύξηση της αντίθεσης μπορεί να κάνει πιο ορατό τον θόρυβο στις σκοτεινές περιοχές."
780_low.png,780,780_high.png,Adaptive histogram equalization,"NumTiles=[4 4], ClipLimit=0.01",about 100x150 pixels,0.159744658243648,0.0114612762279548,0.107057350181829,6.38546566308395,87.2508333333333,0.44,0,0.994040047253629,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα λιγότερα tiles αντιστοιχούν σε μεγαλύτερα τοπικά παράθυρα και πιο ομαλή μεταβολή."
780_low.png,780,780_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.01",about 50x75 pixels,0.147714923644968,0.0111868533143162,0.105767921953285,6.22837129623884,89.3466666666667,0.40625,0,0.993599201563604,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
780_low.png,780,780_high.png,Adaptive histogram equalization,"NumTiles=[8 8], ClipLimit=0.03",about 50x75 pixels,0.259357496941655,0.0232483912444706,0.152474231411313,7.0841699540146,58.78125,1.155,0.000416666666666667,0.996740997274756,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Η επιλογή 8x8 tiles δίνει ενδιάμεση ισορροπία ανάμεσα σε τοπική λεπτομέρεια και φυσικό αποτέλεσμα."
780_low.png,780,780_high.png,Adaptive histogram equalization,"NumTiles=[16 16], ClipLimit=0.01",about 25x38 pixels,0.13977020295759,0.0109988388556411,0.104875349132392,6.07756770730618,91.9908333333333,0.622083333333333,0,0.992029050479691,"Η τοπική ισοστάθμιση αποκαλύπτει περισσότερες λεπτομέρειες στις σκοτεινές περιοχές. Το clip limit περιορίζει την υπερβολική ενίσχυση του θορύβου. Τα περισσότερα tiles αντιστοιχούν σε μικρότερα τοπικά παράθυρα και δίνουν πιο έντονη τοπική προσαρμογή."
