Image,ImageNumber,HighReferenceImage,Method,Parameter,MeanBrightness,StdContrast,GradientMean,GradientRatioToBase,LaplacianEnergy,DarkPixelPercent,SaturatedPixelPercent,MSEToHigh,PSNRToHigh,Comment
748_low.png,748,748_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.161488605518319,0.0539224288465711,0.00974368461883731,0.999999999999977,0.0117413142817215,94.8583333333333,0,0.0436852154634723,13.5966551792712,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
748_low.png,748,748_high.png,Laplacian sharpening,3x3 Laplacian mask,0.161495132667383,0.0575219316603751,0.0129463660871104,1.32869305540546,0.0221517800274788,94.2529166666667,0.00333333333333333,0.0433671373698988,13.6283924433701,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
748_low.png,748,748_high.png,Unsharp masking,k = 0.5,0.161489672569098,0.0555480095678948,0.0111440783080485,1.14372321601046,0.0154474735196767,94.525,0.00125,0.0435116840100093,13.6139410810922,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.144. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
748_low.png,748,748_high.png,Unsharp masking,k = 1.0,0.161494586732439,0.057349470644657,0.0126487905041563,1.29815270084813,0.0192580280250679,94.23875,0.00375,0.0433719663820849,13.6279088752314,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.298. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
748_low.png,748,748_high.png,Unsharp masking,k = 1.5,0.161503187569138,0.0592520768622706,0.0142143323112971,1.45882516392376,0.0231017982256511,93.9604166666667,0.00541666666666667,0.0432635288221593,13.638780598972,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.459. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
778_low.png,778,778_high.png,Original low-light,,0.0300412756751427,0.0300323997960678,0.00587746857639882,0.561096701404042,0.0237282702707211,99.9483333333333,0,0.129502137724807,8.87723062513813,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
778_low.png,778,778_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.109700837086795,0.0708869328937387,0.0104749654768802,0.999999999999979,0.0153156786199681,98.155,0,0.0746258011458893,11.2711099346564,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
778_low.png,778,778_high.png,Laplacian sharpening,3x3 Laplacian mask,0.109829008448303,0.0736008836252519,0.0149869425343756,1.43073908620068,0.0306253506428341,97.3466666666667,0,0.0737934631890933,11.3198210737263,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
778_low.png,778,778_high.png,Unsharp masking,k = 0.5,0.109724785953,0.0720294532944307,0.012407316360698,1.18447324605341,0.0206440731848345,97.815,0,0.074246029464802,11.2932676662535,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.184. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
778_low.png,778,778_high.png,Unsharp masking,k = 1.0,0.109798857198998,0.0733154982132181,0.0144122074351168,1.37587159279201,0.0260297739062533,97.4304166666667,0,0.0738937487742892,11.3139230027451,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.376. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
778_low.png,778,778_high.png,Unsharp masking,k = 1.5,0.109939407016631,0.0747129733737522,0.01643156348409,1.56865084857382,0.0313956247750262,96.9958333333333,0,0.0735608072001134,11.3335351379188,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.569. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
780_low.png,780,780_high.png,Original low-light,,0.0412207582219927,0.0547050771394892,0.0061476983237023,0.534686412908336,0.0219290557996091,98.6308333333333,0,0.061314781344782,12.1243481614011,"Αρχική εικόνα χαμηλού φωτισμού πριν από βελτίωση, αποθορυβοποίηση και όξυνση."
780_low.png,780,780_high.png,Base enhanced denoised,gamma 0.6 + contrast stretch + Gaussian denoise,0.170036953376484,0.106974078510656,0.0114977642507555,0.999999999999981,0.015755839636545,81.3108333333333,0,0.0114108142968157,19.4268336241833,"Βασική βελτιωμένη και αποθορυβοποιημένη εικόνα που χρησιμοποιείται ως είσοδος για την όξυνση."
780_low.png,780,780_high.png,Laplacian sharpening,3x3 Laplacian mask,0.170153012240987,0.110443887027782,0.015961241617007,1.38820393851421,0.0308486192844371,81.27625,0.0258333333333333,0.0110425502943611,19.5693061402893,"Laplacian sharpening αυξάνει την ένταση των ακμών και αναδεικνύει λεπτομέρειες. Η υπερενίσχυση παραμένει σχετικά περιορισμένη."
780_low.png,780,780_high.png,Unsharp masking,k = 0.5,0.170061287326755,0.108574248245499,0.0134229823327357,1.1674428210557,0.0210828623209563,81.2829166666667,0.00416666666666667,0.0112038611800636,19.5063228088255,"Το k=0.5 δίνει ήπια όξυνση και συνήθως πιο φυσικό αποτέλεσμα. Ο λόγος gradient προς τη βάση είναι 1.167. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
780_low.png,780,780_high.png,Unsharp masking,k = 1.0,0.170122438603063,0.110331106778701,0.0154469750660929,1.3434764123884,0.026491898456571,81.2554166666667,0.0266666666666667,0.0110580253657122,19.563224181795,"Το k=1.0 δίνει πιο καθαρή ανάδειξη λεπτομερειών. Ο λόγος gradient προς τη βάση είναι 1.343. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
780_low.png,780,780_high.png,Unsharp masking,k = 1.5,0.170226647869597,0.112191931583701,0.0175079247470653,1.5227242762361,0.031890890970025,81.1916666666667,0.06375,0.010968944017723,19.5983518002331,"Το k=1.5 δίνει έντονη όξυνση και χρειάζεται προσοχή. Ο λόγος gradient προς τη βάση είναι 1.523. Δεν εμφανίζεται μεγάλη αύξηση κορεσμού ή υπερβολική ενίσχυση ακμών."
