Image,ImageNumber,Pipeline,Parameter,MeanBrightness,StdContrast,EntropyValue,DarkPixelPercent,SaturatedPixelPercent,Comment
547_low.png,547,Pipeline 3 - Retinex sigma 30,"sigma=30",0.700505267003812,0.177722119175022,6.82438752968563,4.07625,0.03875,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.6385 και η αντίθεση κατά 0.1470. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
547_low.png,547,Pipeline 3 - Retinex sigma 60,"sigma=60",0.71453798258449,0.183858317972222,6.90345844833705,4.02416666666667,0.03,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.6525 και η αντίθεση κατά 0.1531. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
665_low.png,665,Original low-light,"",0.0340600344791864,0.0191885664274847,4.16446188081896,99.9991666666667,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
665_low.png,665,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.181255265127403,0.0757657577311377,6.00049716768385,82.0675,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.1472 και η αντίθεση κατά 0.0566. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
665_low.png,665,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.0883237356781489,0.0503749981423912,5.59390393383175,99.6675,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0543 και η αντίθεση κατά 0.0312. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
665_low.png,665,Pipeline 3 - Retinex sigma 15,"sigma=15",0.617856458714627,0.162291884995454,7.04421123488767,4.22958333333333,0.00208333333333333,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5838 και η αντίθεση κατά 0.1431. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
665_low.png,665,Pipeline 3 - Retinex sigma 30,"sigma=30",0.626731613699251,0.174052902251125,7.19357599910982,4.53833333333333,0.0108333333333333,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5927 και η αντίθεση κατά 0.1549. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
665_low.png,665,Pipeline 3 - Retinex sigma 60,"sigma=60",0.642663880300029,0.178045801008693,7.25918768227707,3.88583333333333,0.0129166666666667,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.6086 και η αντίθεση κατά 0.1589. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
669_low.png,669,Original low-light,"",0.0672875357807946,0.0336537929247375,5.03837659305827,100,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
669_low.png,669,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.409286036951934,0.137437606244712,7.03911741463401,9.27541666666667,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.3420 και η αντίθεση κατά 0.1038. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
669_low.png,669,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.154988420564827,0.0915819909372651,6.37584208012144,80.4391666666667,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0877 και η αντίθεση κατά 0.0579. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
669_low.png,669,Pipeline 3 - Retinex sigma 15,"sigma=15",0.672818201273133,0.159556928891349,6.86821389432653,3.92166666666667,0.0316666666666667,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.6055 και η αντίθεση κατά 0.1259. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
669_low.png,669,Pipeline 3 - Retinex sigma 30,"sigma=30",0.68895200602009,0.167976828227383,6.93276216493204,4.11541666666667,0.0275,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.6217 και η αντίθεση κατά 0.1343. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
669_low.png,669,Pipeline 3 - Retinex sigma 60,"sigma=60",0.6715017041035,0.167922617566843,6.97531124397195,4.33958333333333,0.00291666666666667,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.6042 και η αντίθεση κατά 0.1343. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
748_low.png,748,Original low-light,"",0.0518469903033934,0.0355384740211846,4.7107273066516,99.68875,0.00541666666666667,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
748_low.png,748,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.161488605518319,0.058704069583567,5.79934353598474,94.2808333333333,0.00666666666666667,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.1096 και η αντίθεση κατά 0.0232. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
748_low.png,748,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.134474543960635,0.079382363045347,6.20494034527742,92.0433333333333,0.00375,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0826 και η αντίθεση κατά 0.0438. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
748_low.png,748,Pipeline 3 - Retinex sigma 15,"sigma=15",0.579096148747828,0.167423968642681,7.28538201901655,4.93375,0.0879166666666667,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5272 και η αντίθεση κατά 0.1319. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
748_low.png,748,Pipeline 3 - Retinex sigma 30,"sigma=30",0.590671746026767,0.171269348407129,7.3287882705251,4.77666666666667,0.0770833333333333,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5388 και η αντίθεση κατά 0.1357. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
748_low.png,748,Pipeline 3 - Retinex sigma 60,"sigma=60",0.599474859160626,0.174620553271432,7.3371736639161,4.6075,0.0633333333333333,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.5476 και η αντίθεση κατά 0.1391. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
778_low.png,778,Original low-light,"",0.0300412756751427,0.0300323997960678,4.35150204755411,99.9483333333333,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
778_low.png,778,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.109700837086795,0.075785458254771,5.94002256497913,96.8241666666667,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.0797 και η αντίθεση κατά 0.0458. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
778_low.png,778,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.0879922854504338,0.0776955785897513,5.78237436845857,94.8216666666667,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0580 και η αντίθεση κατά 0.0477. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
778_low.png,778,Pipeline 3 - Retinex sigma 15,"sigma=15",0.506144820373865,0.186584191920417,7.4998862633291,9.42875,0.02875,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4761 και η αντίθεση κατά 0.1566. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
778_low.png,778,Pipeline 3 - Retinex sigma 30,"sigma=30",0.507356193944411,0.190957008522772,7.52635692837499,9.59416666666667,0.0304166666666667,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4773 και η αντίθεση κατά 0.1609. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
778_low.png,778,Pipeline 3 - Retinex sigma 60,"sigma=60",0.496950340326076,0.195346004797682,7.54827537007909,10.7383333333333,0.025,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4669 και η αντίθεση κατά 0.1653. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
780_low.png,780,Original low-light,"",0.0412207582219927,0.0547050771394892,4.4996308303368,98.6308333333333,0,"Η αρχική εικόνα χρησιμοποιείται ως βάση σύγκρισης. Η μέση φωτεινότητα αλλάζει κατά 0.0000 και η αντίθεση κατά 0.0000. Η ενίσχυση παραμένει σχετικά ελεγχόμενη."
780_low.png,780,Pipeline 1 - Gamma + stretch,"gamma=0.6, full range stretch",0.170036953376484,0.111851652238014,6.24979837508016,81.3920833333333,0,"Απλή και γρήγορη βελτίωση φωτεινότητας με gamma correction και άνοιγμα του δυναμικού εύρους. Η μέση φωτεινότητα αλλάζει κατά 0.1288 και η αντίθεση κατά 0.0571. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
780_low.png,780,Pipeline 2 - Median + CLAHE + unsharp,"median 3x3, CLAHE 8x8 clip 0.01, unsharp k=0.8",0.0974183080319761,0.105840659642069,5.74295687432372,93.7741666666667,0,"Πιο ισορροπημένη προσέγγιση, επειδή μειώνει θόρυβο, αυξάνει την τοπική αντίθεση και επαναφέρει λεπτομέρειες με unsharp masking. Η μέση φωτεινότητα αλλάζει κατά 0.0562 και η αντίθεση κατά 0.0511. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
780_low.png,780,Pipeline 3 - Retinex sigma 15,"sigma=15",0.452327720371364,0.20073637017043,7.41732086738013,11.875,0.06375,"Η Retinex-like μέθοδος με sigma=15 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.4111 και η αντίθεση κατά 0.1460. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
780_low.png,780,Pipeline 3 - Retinex sigma 30,"sigma=30",0.432552934325129,0.197663373839551,7.38284824946482,14.7675,0.0641666666666667,"Η Retinex-like μέθοδος με sigma=30 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.3913 και η αντίθεση κατά 0.1430. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
780_low.png,780,Pipeline 3 - Retinex sigma 60,"sigma=60",0.42012077358056,0.19654906789211,7.34658672807367,17.2191666666667,0.0591666666666667,"Η Retinex-like μέθοδος με sigma=60 εκτιμά τον φωτισμό με Gaussian smoothing και ενισχύει την τοπική αντίθεση. Η μέση φωτεινότητα αλλάζει κατά 0.3789 και η αντίθεση κατά 0.1418. Η μεγαλύτερη entropy δείχνει περισσότερη ορατή πληροφορία, αλλά μπορεί να περιλαμβάνει και θόρυβο."
