Image,ImageNumber,HighReferenceImage,Method,Parameter,MeanBrightness,IntensityVariance,StdContrast,MinIntensity,MaxIntensity,DarkPixelPercent,BrightPixelPercent,SaturatedPixelPercent,MichelsonContrast,Comment
665_low.png,665,665_high.png,Gamma correction,"gamma = 0.6",0.122652811345014,0.0026285599408902,0.051269483524707,0,0.661199631715182,99.9729166666667,0,0,1,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.0886. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
665_low.png,665,665_high.png,Gamma correction,"gamma = 0.8",0.0642602192187715,0.00100406472203561,0.0316869803237167,0,0.576039080958563,99.9929166666667,0,0,1,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.0302. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
665_low.png,665,665_high.png,Gamma correction,"gamma = 1.2",0.0182293029774977,0.000132367212666968,0.0115050950742255,0,0.437223476864388,99.9995833333333,0,0,0.999999999999999,"Επειδή η gamma είναι μεγαλύτερη από 1, η εικόνα σκοτεινιάζει αντί να βελτιώνεται για χαμηλό φωτισμό. Η μέση φωτεινότητα αλλάζει κατά -0.0158. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
665_low.png,665,665_high.png,Log transform,"log(1+I)/log(2)",0.0480175406113686,0.000714643463392448,0.0267328162263621,0,0.586722752223193,99.9941666666667,0,0,1,"Ανεβάζει τη μέση φωτεινότητα από 0.0341 σε 0.0480 και συμπιέζει τις υψηλές εντάσεις. Σε σύγκριση με gamma 0.4, ο λογαριθμικός μετασχηματισμός είναι πιο ήπιος."
669_low.png,669,669_high.png,Original low-light,"",0.0672875357807946,0.00113257305914704,0.0336537228125959,0,0.214380383103062,100,0,0,0.999999999999999,"Αρχική εικόνα χαμηλού φωτισμού πριν από τους μετασχηματισμούς."
669_low.png,669,669_high.png,Linear stretch,"full range [0,1]",0.241666501747924,0.0146093162410308,0.120869004467774,0,0.769957713961702,59.2091666666667,0.000833333333333333,0,1,"Η αντίθεση αυξάνεται επειδή το εύρος εντάσεων απλώνεται στο πλήρες δυναμικό εύρος. Ο θόρυβος στις σκοτεινές περιοχές ενισχύεται μαζί με τη χρήσιμη λεπτομέρεια. Δεν δημιουργείται έντονος κορεσμός στις φωτεινές περιοχές."
669_low.png,669,669_high.png,Gamma correction,"gamma = 0.4",0.324251104998335,0.00675211337875896,0.0821712442327543,0,0.538971384137847,11.34875,0,0,1,"Η μικρή τιμή gamma δίνει ισχυρή φωτεινότητα στις σκοτεινές περιοχές. Η μέση φωτεινότητα αλλάζει κατά 0.2570. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
669_low.png,669,669_high.png,Gamma correction,"gamma = 0.6",0.190045604603302,0.00407259437646601,0.0638168815946534,0,0.396100071014492,80.7025,0,0,0.999999999999999,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.1228. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
669_low.png,669,669_high.png,Gamma correction,"gamma = 0.8",0.112555768292043,0.0022133143095952,0.0470458745225892,0,0.291303353955164,99.87875,0,0,0.999999999999999,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.0453. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
669_low.png,669,669_high.png,Gamma correction,"gamma = 1.2",0.0405696455510032,0.000558659901395443,0.0236359874216298,0,0.157877810922218,100,0,0,0.999999999999999,"Επειδή η gamma είναι μεγαλύτερη από 1, η εικόνα σκοτεινιάζει αντί να βελτιώνεται για χαμηλό φωτισμό. Η μέση φωτεινότητα αλλάζει κατά -0.0267. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
669_low.png,669,669_high.png,Log transform,"log(1+I)/log(2)",0.0931682865050967,0.00204302638955346,0.0451998494417123,0,0.27983361961234,99.9845833333333,0,0,0.999999999999999,"Ανεβάζει τη μέση φωτεινότητα από 0.0673 σε 0.0932 και συμπιέζει τις υψηλές εντάσεις. Σε σύγκριση με gamma 0.4, ο λογαριθμικός μετασχηματισμός είναι πιο ήπιος."
748_low.png,748,748_high.png,Original low-light,"",0.0518469903033934,0.00126297787332468,0.0355383999826199,0,1,99.68875,0.0154166666666667,0.00541666666666667,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από τους μετασχηματισμούς."
748_low.png,748,748_high.png,Linear stretch,"full range [0,1]",0.0518469903033934,0.00126297787332468,0.0355383999826199,0,1,99.68875,0.0154166666666667,0.00541666666666667,1,"Η αντίθεση δεν αυξάνεται έντονα επειδή το αρχικό εύρος ήταν ήδη αρκετά μεγάλο. Ο θόρυβος στις σκοτεινές περιοχές ενισχύεται μαζί με τη χρήσιμη λεπτομέρεια. Δεν δημιουργείται έντονος κορεσμός στις φωτεινές περιοχές."
748_low.png,748,748_high.png,Gamma correction,"gamma = 0.4",0.290995254411341,0.00527611125177767,0.0726368450015395,0,1,23.8783333333333,0.0908333333333333,0.00708333333333333,1,"Η μικρή τιμή gamma δίνει ισχυρή φωτεινότητα στις σκοτεινές περιοχές. Η μέση φωτεινότητα αλλάζει κατά 0.2391. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
748_low.png,748,748_high.png,Gamma correction,"gamma = 0.6",0.161488605518319,0.00344615342663983,0.0587039472832946,0,1,94.2808333333333,0.03625,0.00666666666666667,1,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.1096. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
748_low.png,748,748_high.png,Gamma correction,"gamma = 0.8",0.0908668384140964,0.00206666772700417,0.0454606173187758,0,1,99.5833333333333,0.0216666666666667,0.00625,1,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.0390. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
748_low.png,748,748_high.png,Gamma correction,"gamma = 1.2",0.0300290860729885,0.000831881983772723,0.0288423643928982,0,1,99.7495833333333,0.0133333333333333,0.00416666666666667,1,"Επειδή η gamma είναι μεγαλύτερη από 1, η εικόνα σκοτεινιάζει αντί να βελτιώνεται για χαμηλό φωτισμό. Η μέση φωτεινότητα αλλάζει κατά -0.0218. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
748_low.png,748,748_high.png,Log transform,"log(1+I)/log(2)",0.0720919249222983,0.0019442788874879,0.0440939779050144,0,1,99.6083333333333,0.0233333333333333,0.00666666666666667,1,"Ανεβάζει τη μέση φωτεινότητα από 0.0518 σε 0.0721 και συμπιέζει τις υψηλές εντάσεις. Σε σύγκριση με gamma 0.4, ο λογαριθμικός μετασχηματισμός είναι πιο ήπιος."
778_low.png,778,778_high.png,Original low-light,"",0.0300412756751427,0.000901941279406528,0.030032337228503,0,0.829543076638991,99.9483333333333,0.00333333333333333,0,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από τους μετασχηματισμούς."
778_low.png,778,778_high.png,Linear stretch,"full range [0,1]",0.0328777909749415,0.00108030598635837,0.0328680085547994,0,0.907869032373144,99.9354166666667,0.00625,0,1,"Η αντίθεση αυξάνεται επειδή το εύρος εντάσεων απλώνεται στο πλήρες δυναμικό εύρος. Ο θόρυβος στις σκοτεινές περιοχές ενισχύεται μαζί με τη χρήσιμη λεπτομέρεια. Δεν δημιουργείται έντονος κορεσμός στις φωτεινές περιοχές."
778_low.png,778,778_high.png,Gamma correction,"gamma = 0.4",0.201786590848214,0.0120354791280908,0.10970633130358,0,0.9267025886078,62.3370833333333,0.0154166666666667,0,1,"Η μικρή τιμή gamma δίνει ισχυρή φωτεινότητα στις σκοτεινές περιοχές. Η μέση φωτεινότητα αλλάζει κατά 0.1717. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
778_low.png,778,778_high.png,Gamma correction,"gamma = 0.6",0.10392005929937,0.00515405253746285,0.0717917302860354,0,0.892720906599588,98.4145833333333,0.00833333333333333,0,1,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.0739. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
778_low.png,778,778_high.png,Gamma correction,"gamma = 0.8",0.055157291809058,0.00214822044775371,0.046348899099695,0,0.860368150252939,99.87875,0.00625,0,1,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.0251. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
778_low.png,778,778_high.png,Gamma correction,"gamma = 1.2",0.0167292355402411,0.0003962774376993,0.0199067184060884,0,0.800152051765568,99.9683333333333,0.00166666666666667,0,1,"Επειδή η gamma είναι μεγαλύτερη από 1, η εικόνα σκοτεινιάζει αντί να βελτιώνεται για χαμηλό φωτισμό. Η μέση φωτεινότητα αλλάζει κατά -0.0133. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
778_low.png,778,778_high.png,Log transform,"log(1+I)/log(2)",0.042033612662527,0.00165689331707076,0.0407049544536136,0,0.869866163593095,99.90375,0.00625,0,1,"Ανεβάζει τη μέση φωτεινότητα από 0.0300 σε 0.0420 και συμπιέζει τις υψηλές εντάσεις. Σε σύγκριση με gamma 0.4, ο λογαριθμικός μετασχηματισμός είναι πιο ήπιος."
780_low.png,780,780_high.png,Original low-light,"",0.0412207582219927,0.00299263299548136,0.0547049631704598,0,0.587104720650072,98.6308333333333,0,0,1,"Αρχική εικόνα χαμηλού φωτισμού πριν από τους μετασχηματισμούς."
780_low.png,780,780_high.png,Linear stretch,"full range [0,1]",0.0661087631862146,0.00769732053839545,0.0877343748960204,0,0.941583042552003,97.2266666666667,0.51875,0,1,"Η αντίθεση αυξάνεται επειδή το εύρος εντάσεων απλώνεται στο πλήρες δυναμικό εύρος. Ο θόρυβος στις σκοτεινές περιοχές ενισχύεται μαζί με τη χρήσιμη λεπτομέρεια. Δεν δημιουργείται έντονος κορεσμός στις φωτεινές περιοχές."
780_low.png,780,780_high.png,Gamma correction,"gamma = 0.4",0.237429657173839,0.0108625264879794,0.104223445001494,0,0.808027777744671,61.6966666666667,0.51,0,1,"Η μικρή τιμή gamma δίνει ισχυρή φωτεινότητα στις σκοτεινές περιοχές. Η μέση φωτεινότητα αλλάζει κατά 0.1962. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
780_low.png,780,780_high.png,Gamma correction,"gamma = 0.6",0.128072970109674,0.00709759690228688,0.0842472367635098,0,0.726389453012009,95.1979166666667,0,0,1,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.0869. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
780_low.png,780,780_high.png,Gamma correction,"gamma = 0.8",0.0713987147276796,0.00455711438348432,0.0675064025369766,0,0.653029296686392,97.6575,0,0,1,"Η τιμή gamma φωτίζει τις σκοτεινές περιοχές πιο ήπια. Η μέση φωτεινότητα αλλάζει κατά 0.0302. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
780_low.png,780,780_high.png,Gamma correction,"gamma = 1.2",0.0247091156386594,0.00203347474467009,0.0450940655149886,0,0.527859235355213,99.0091666666667,0,0,1,"Επειδή η gamma είναι μεγαλύτερη από 1, η εικόνα σκοτεινιάζει αντί να βελτιώνεται για χαμηλό φωτισμό. Η μέση φωτεινότητα αλλάζει κατά -0.0165. Ο κορεσμός των φωτεινών περιοχών παραμένει περιορισμένος."
780_low.png,780,780_high.png,Log transform,"log(1+I)/log(2)",0.0564983852811033,0.00451685313877816,0.067207537812199,0,0.666284814498557,97.86375,0,0,1,"Ανεβάζει τη μέση φωτεινότητα από 0.0412 σε 0.0565 και συμπιέζει τις υψηλές εντάσεις. Σε σύγκριση με gamma 0.4, ο λογαριθμικός μετασχηματισμός είναι πιο ήπιος."
